"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"373",1894.67741958221,-3.07497734229022,0.0774319121104806,-39.7120161246027,0,0
"374",2958.05463898331,-3.19657528144113,0.070219123971419,-45.5228590254447,0,0
"383",3787.72896283233,-2.49410399735936,0.0652660879973267,-38.2143939355078,0,0
"393",11594.7235759356,5.61638499109698,0.074740914488367,75.1447186530094,0,0
"411",2338.52324455025,4.80545366032772,0.104331697441796,46.0593834678914,0,0
"428",4825.7067213011,3.06085726582547,0.0605192407264417,50.57659727856,0,0
"450",12592.9218014951,3.6687831461996,0.0645623696153547,56.8254103444039,0,0
"456",14041.9104459236,-2.09111515441849,0.0517127574709509,-40.43712338475,0,0
"487",2026.14638456035,3.51826104026531,0.0813635148167385,43.2412617398569,0,0
"495",16758.8341262862,2.86142750788619,0.0539788830400298,53.0101281600103,0,0
"500",4365.72987373166,-3.26026144831557,0.0684809815733266,-47.6082756615369,0,0
"501",6974.92538797768,-3.64526804347087,0.0742653577317862,-49.0843665849691,0,0
"514",3377.74535861915,-2.8337039356027,0.0664231485815078,-42.6613913389767,0,0
"528",14216.4371385418,7.7451163569101,0.0989616591955018,78.2638086292529,0,0
"579",32686.8352170633,5.8235377999357,0.0837103352587475,69.5677275922408,0,0
"582",7734.38142997883,8.08818314918367,0.210481256163249,38.4270946335976,0,0
"590",28319.0334535807,3.74183527214411,0.0589792368503541,63.4432636291672,0,0
"591",9686.36243704167,3.48205447614303,0.0582778347174022,59.7492081342422,0,0
"592",3106.34718432562,5.65536926964473,0.10276614802975,55.0314415599924,0,0
"656",6840.55363444309,-2.31655753891595,0.0592483579817025,-39.0991011030443,0,0
